Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,In Development,Refined,Ready for test,In Testing,Blocked,Waiting for acceptance,Done,Abandoned,,,,,,
,SOL-1232,Automate booking scenario STP flow NOSTRO to customer LT/EE,11/3/25,0.00h,,,,73.90h,,,0.00h,,,4243.08h,,,,,,,
,SOL-1245,[ISOX] NACK response from SAA is failing in ISOX,11/10/25,68.37h,0.00h,,,26.65h,48.87h,50.78h,42.67h,,,4080.27h,,,,,,,
,SOL-1231,Change integrations from OS service name to DNS,12/5/25,0.00h,74.03h,,,747.80h,19.08h,,,,,3478.12h,,,,,,,
,SOL-1229,[TPH][DEV] Archiving and retention policy of TPH generated files,,0.48h,,487.50h,,,,,,,,,3857.15h,,,,,,
,SOL-1227,New NFS for test Kafka cluster,12/8/25,0.00h,13.52h,,,936.45h,,,,,,3407.50h,,,,,,,
,SOL-1226,Store translations locally and remove Core DB query for Funds Update,,0.00h,140.07h,,,46.37h,0.58h,4177.25h,,,,,,,,,,,
,SOL-1225,Create new Kafka DLQ topic for connectors,,0.00h,145.52h,4219.08h,,,,,,,,,,,,,,,
,SOL-1224,Automate booking scenario STP flow NOSTRO to customer LV,10/31/25,0.00h,,,,,,,48.93h,,,4317.35h,,,,,,,
,SOL-1222,[MVP][TPH DB] Create script for setting up jobs triggers,,3581.42h,260.17h,23.15h,,166.82h,357.52h,,,,,,,,,,,,
,SOL-1221,[MVP][TPH DB] Create script for value dates and cut-off times rules,4/21/26,1490.37h,,2591.38h,,,96.15h,21.13h,,,,190.32h,,,,,,,
,SOL-1220,[TPH DB] Create script for setting up BankId and Org units,,3384.12h,,,,,,,,,,,1005.35h,,,,,,
,SOL-1219,[TPH DB] Create script to setup FX rate parameters,,3384.37h,,,,,,,,,,,1005.47h,,,,,,
,SOL-1218,[PODM Mapping] Add fallback mapping for TxDtls,11/14/25,0.02h,119.40h,51.83h,,173.82h,66.10h,,,,,3979.60h,,,,,,,
,SOL-1217,[TPH] [BB TPH IL] - PODM API automation Choice between... validation do not catch changes in error messages,12/8/25,0.02h,,,,29.28h,353.27h,617.87h,0.00h,,,3408.90h,,,,,,,
,SOL-1216,"Payment Order Data Manager & API: ""One of chooses is mandatory to use"" if both are empty gives an error",11/3/25,64.03h,,,,97.07h,,6.92h,0.13h,,,4241.32h,,,,,,,
,SOL-1214,Remove deprecated feature flag in FU service,10/24/25,0.10h,,,,1.53h,,,,,,4484.03h,,,,,,,
,SOL-1213,[PODM Mappings] Update FundsUpdate OUT_CHANNEL_CODE PODM mapping logic,12/11/25,0.12h,100.42h,,,77.73h,65.85h,908.72h,,,,3335.35h,,,,,,,
,SOL-1212,[PODM API] Develop Bookings Return Scenario and mappings to PODM JSON,11/3/25,1.00h,,,,74.78h,168.30h,,,,,4245.10h,,,,,,,
,SOL-1211,fallback for charge bearer value when TxDtls missing,12/15/25,0.10h,,,,1.97h,17.55h,1252.85h,,,,3235.85h,,,,,,,
,SOL-1209,Skyvault Core Regression Testing: Phase 3 – Migration Rehearsal & Transition Validation (20–26 November),12/17/25,1324.10h,,,,,,,,,,3187.22h,,,,,,,
,SOL-1208,Skyvault Core Regression Testing: Phase 2 – Full Target State Validation (10–12 November),11/26/25,820.53h,,,,,,,0.00h,,,3690.82h,,,,,,,
,SOL-1207,Skyvault Core Regression Testing: Phase 1 - Core Services Validation (27-29 October),,4511.37h,,,,,,,,,,,,,,,,,
,SOL-1206,Mount NFS to store test results,1/29/26,0.00h,125.17h,,,1919.95h,306.00h,,,,,2161.67h,,,,,,,
,SOL-1205,[TPH] [BB TPH IL] -Fix Funds Update tests - create 1 correct positive test and rebuild all negative tests,11/6/25,0.22h,,,,76.75h,,283.43h,0.00h,,,4174.70h,,,,,,,
,SOL-1204,[CORE DB] Update ledger for op_id 6LV,11/7/25,0.07h,189.42h,,,1.08h,,31.12h,184.22h,,,4151.65h,,,,,,,
,SOL-1203,[CORR ACC API] align FU op_id 6LV ledger in booking scenario solver,11/13/25,0.35h,1.18h,,,187.75h,194.43h,5.63h,162.08h,,,4006.50h,,,,,,,
,SOL-1202,Implement additional scenario for op_id resolver,12/11/25,0.88h,,,,67.42h,0.15h,1155.38h,,,,3335.32h,,,,,,,
,SOL-1200,Integration with Correspondent Accounts API,11/3/25,0.00h,26.92h,,,261.53h,43.98h,,,,,4250.38h,,,,,,,
,SOL-1197,Funds Update to Pricing API mapping improvements,1/26/26,0.03h,25.65h,,,136.80h,149.52h,1925.28h,209.30h,,,2232.43h,,,,,,,
,SOL-1194,[TPH][EndToEnd] Some returns do not respect cut-off times,,4680.45h,,,,,,,,,,,,,,,,,
,SOL-1193,Tieto package installment (TPH Delivery 2.5.21 Patch 03),10/24/25,0.02h,,,,208.25h,,,,,,4490.73h,,,,,,,
,SOL-1188,Bookings Service flow processing,11/3/25,0.00h,0.30h,74.88h,,341.30h,67.05h,,,,,4245.12h,,,,,,,
,SOL-1187,[MVP][Access Management] TPH DB PROD,,0.30h,5.77h,4717.33h,,,,,,,,,,,,,,,
,SOL-1185,Improve test scenarios input and output format,11/10/25,0.00h,195.35h,,,264.57h,211.78h,,,,,4079.50h,,,,,,,
,SOL-1184,"[CORE DB] Update report 'inserted_not_debeted' (EE, LV, LT)",11/13/25,0.50h,337.85h,,,20.52h,,339.97h,0.00h,,43.43h,4009.53h,,,,,,,
,SOL-1183,[MVP][IT Maintenance] TPH UI user role,4/6/26,2833.13h,,,,,,,1438.52h,,,550.13h,,,,,,,
,SOL-1182,[PODM mapping] Update FU CRE PODM Service Level Code mapping: use NURG if element <ExternalCode> not found,12/11/25,0.33h,98.52h,,,5.25h,65.08h,1318.27h,,,,3335.58h,,,,,,,
,SOL-1181,'SvcLvl/cd' from PODM contains wrong value,1/16/26,2359.35h,,,,,,,,,,2464.62h,,,,,,,
,SOL-1180,Funds Update Cancel flow attempting to Insert payment to DP when not found,11/3/25,0.02h,3.15h,,,74.32h,,501.37h,0.00h,,,4245.47h,,,,,,,
,SOL-1179,'rtrId' from PODM contains value when there is no return,,2360.85h,,,,,,,,,,,2464.58h,,,,,,
,SOL-1178,"[CORE DB] Update report 'Domestic future value date' (EE, LV, LT)",,44.23h,,0.00h,,,,,,,,,4820.62h,,,,,,
,SOL-1177,Enable Spacetime Management for IL apps,11/11/25,0.00h,309.72h,,,108.37h,224.35h,168.17h,,,,4055.43h,,,,,,,
,SOL-1176,Fix Idempotency after failed processing in PODM,11/14/25,0.50h,39.65h,,,312.13h,,535.58h,1.17h,,,3977.53h,,,,,,,
,SOL-1175,[CORE DB] Update report 'own_payments' (LV),11/13/25,1.43h,338.00h,112.77h,,1.07h,0.00h,286.32h,1.12h,,116.38h,4009.55h,,,,,,,
,SOL-1173,[CORE DB] Update report 'BOD operation statistics2' (LT),11/13/25,0.03h,474.38h,,,53.68h,329.70h,,,,,4009.55h,,,,,,,
,SOL-1172,[TPH][BALTICS] Bulk transaction data modification after service restore,,0.13h,21.62h,290.23h,,98.15h,479.72h,0.18h,3977.93h,,,,,,,,,,
,SOL-1171,'feeAcctId' from PODM contains value when 'feeAmt' is 0,,478.77h,,1851.78h,,,,,,,,,2537.70h,,,,,,
,SOL-1168,[CORR ACC API] undo Returns from AML Freeze - revert SOL-1027 changes,11/10/25,0.60h,236.72h,,,162.28h,291.33h,117.93h,,,,4081.75h,,,,,,,
,SOL-1163,HTTP 425 from PODM in case of duplicate requests,,0.97h,,2568.10h,,,,,,,,,2348.18h,,,,,,
,SOL-1162,Payment do not process with FU in case when payment is done to closed account,,2479.13h,,,,,,,,,,,2441.85h,,,,,,
,SOL-1160,[CORE DB] Update CORE Report 'LV big international OUT pmts' (LV),,0.03h,285.67h,,,45.60h,,2139.72h,570.90h,,1969.05h,,,,,,,,
,SOL-1159,[TPH] [BB TPH IL] - Disabling MessageSenderTest,11/13/25,1003.37h,,,,,,,,,,4009.02h,,,,,,,
,SOL-1158,"[Maintenance] Set VALID_INDICATOR ='N' for reports EE: ID '111', '112' and LT: ID '64', '65' to prevent incorrect data display",,5016.22h,,,,,,,,,,,,,,,,,
,SOL-1157,TPH shows payment incorrect payment status in case FU CANCEL failed,10/9/25,0.07h,,,,,,168.62h,0.00h,,,4847.67h,,,,,,,
,SOL-1154,Upgrade to Java 25,11/10/25,0.00h,167.72h,,,333.68h,479.23h,,,,,4079.47h,,,,,,,
,SOL-1153,Review Agent Charges report in Qlik,,5063.62h,,,,,,,,,,,,,,,,,
,SOL-1152,Review ILM reports for TPH pending payments in Qlik,,5063.67h,,,,,,,,,,,,,,,,,
,SOL-1151,Review Benchmark report in Qlik,,5063.73h,,,,,,,,,,,,,,,,,
,SOL-1149,Implement operationId (op_id) resolver,12/18/25,0.18h,21.62h,,,280.75h,25.25h,1589.92h,,,,3164.58h,,,,,,,
,SOL-1148,"[PODM Mappings Update] PODM mapping for FU CRE UPDATE (""status"")",12/11/25,1.17h,68.60h,20.10h,,,2.15h,1656.12h,,,,3335.43h,,,,,,,
,SOL-1147,[CORE DB] Update report 'LV big international IN pmts' (LV),11/13/25,72.82h,286.80h,332.25h,,1.60h,,337.25h,1.02h,,42.35h,4009.60h,,,,,,,
,SOL-1145,Integration with Correspondent Accounts API,11/5/25,884.48h,,,,,,,,,,4202.45h,,,,,,,
,SOL-1144,Integration with Position Keeping transactions API,12/4/25,863.38h,4.50h,,,691.47h,22.27h,,,,,3505.42h,,,,,,,
,SOL-1143,"Change in PROD yaml file, appid - TPHBALTICDEV to TPHBALTIC",10/10/25,0.00h,194.72h,,,8.22h,17.47h,42.00h,0.00h,,,4824.97h,,,,,,,
,SOL-1142,Add Renovate plugin to E2E tests,1/28/26,0.00h,531.30h,1990.25h,,50.35h,332.68h,0.00h,,,,2183.00h,,,,,,,
,SOL-1141,Add Renovate plugin to API tests,,0.28h,195.07h,,,905.58h,0.80h,,,,,,3986.12h,,,,,,
,SOL-1140,[TPH] [BB TPH IL] - Payment Order Data Manager & API automation fix,9/29/25,66.42h,,,,,,,,,,5088.07h,,,,,,,
,SOL-1139,"[PODM API] Remove validation from Nm attributes, update PODM mapping",12/11/25,0.30h,,,,20.97h,118.50h,1681.68h,,,,3335.45h,,,,,,,
,SOL-1132,Logging improvements,11/14/25,22.05h,,,,71.65h,264.37h,846.70h,0.88h,,,3978.70h,,,,,,,
,SOL-1131,Use Hazelcast leader election functionality for scheduler,11/11/25,22.08h,,,,336.05h,,770.80h,,,,4055.50h,,,,,,,
,SOL-1130,Return/Reject/Book an incoming unmatched MT202COV/Pacs009COV message,,0.03h,5181.03h,4.72h,,,,,,,,,,,,,,,
,SOL-1128,[TPH][PPTE][PROD] Valid values in TPH DB to use payment xsd 010 version,11/28/25,0.08h,317.35h,21.77h,,505.05h,717.35h,,0.07h,,,3648.47h,,,,,,,
,SOL-1127,"[TPH][IL] Upgrade applications (AC,FU,Booking) to new payment xsd 010 version",12/11/25,0.15h,149.88h,,,213.53h,190.02h,1321.43h,5.43h,,,3329.77h,,,,,,,
,SOL-1125,[TPH][IL] Upgrade Kafka applications to new payment xsd 010 version,12/8/25,0.65h,150.35h,,,1341.52h,310.72h,,,,,3407.47h,,,,,,,
,SOL-1124,Change account check request DTO caching property,9/25/25,0.42h,,,,35.62h,,,,,,5190.85h,,,,,,,
,SOL-1123,Tieto package installment (TPH Delivery 2.5.21),9/29/25,29.40h,,,,117.20h,,,,,,5086.43h,,,,,,,
,SOL-1122,[Payments Operations] TPH UI user role Outgoing flow,,5255.55h,,,,,,,,,,,,,,,,,
,SOL-1120,"[CORE DB] Update report 'PROD EE/LV/LT cust pmts inc out' (EE, LV, LT)",11/13/25,141.50h,,332.60h,,68.37h,457.60h,194.70h,2.05h,,115.45h,4009.62h,0.02h,,,,,,
,SOL-1119,[CORR ACC API] tpins - mapping updates,10/2/25,0.03h,1.32h,,,22.35h,289.43h,20.15h,3.62h,,,5011.92h,,,,,,,
,SOL-1117,[CORE DB] Add uniqueness constraint on PAYMENT_REFERENCE table for TPH-related records,10/1/25,190.72h,,,,1.80h,0.00h,71.23h,51.25h,,,5037.90h,,,,,,,
,SOL-1116,[PODM API] Mapping PODM Scenarios to PODM JSON,10/20/25,1.12h,0.00h,,,503.87h,305.45h,,,,,4585.62h,,,,,,,
,SOL-1115,Bookings service to Account Info API getAccount integration,12/22/25,643.95h,,,21.83h,197.98h,,628.63h,186.93h,,,3694.92h,,,,,,,
,SOL-1114,[CORR ACC API] tpoc - mapping updates,10/7/25,0.12h,2.82h,,,4.97h,356.07h,138.57h,0.45h,,,4895.98h,,,,,,,
,SOL-1113,[CORR ACC API] tpic - mapping updates,10/7/25,0.05h,2.98h,,,4.82h,356.07h,118.08h,20.62h,,,4896.45h,,,,,,,
,SOL-1112,[CORR ACC API] tpinv - mapping updates,10/6/25,0.27h,3.08h,,,20.60h,335.33h,29.12h,92.62h,,,4918.37h,,,,,,,
,SOL-1111,[PODM API] Bookings service to Position Keeping API GET ledgerAccount integration,11/10/25,0.00h,404.72h,2.37h,,221.12h,73.97h,,,,,4698.72h,,,,,,,
,SOL-1109,Fix vulnerability for Namecheck API,9/29/25,0.00h,27.73h,,,284.87h,22.63h,,,,,5088.40h,,,,,,,
,SOL-1108,Production environment setup for State Sync,12/2/25,0.00h,27.68h,,,826.45h,20.28h,996.13h,,,,3553.12h,,,,,,,
,SOL-1106,"PODM swagger improvements - enabling X-Country-ISO for ""Return payment"" and ""Payment search""",9/12/25,0.28h,16.57h,0.47h,,0.32h,,,,,,5497.68h,,,,,,,
,SOL-1105,Show test results in Github using plug-in,11/21/25,0.03h,963.58h,,,168.42h,569.82h,,,,,3817.47h,,,,,,,
,SOL-1104,Get back result from Openshift,9/29/25,0.00h,291.35h,,,115.08h,24.57h,,,,,5088.42h,,,,,,,
,SOL-1102,Deploy container using OC,9/23/25,0.08h,123.73h,,,,167.07h,,,,,5228.72h,,,,,,,
,SOL-1101,Build application docker image,9/23/25,0.18h,118.42h,,,172.37h,,,,,,5228.72h,,,,,,,
,SOL-1100,Request service account and firewall openings,9/16/25,0.25h,3.40h,,,114.27h,,,,,,5401.85h,,,,,,,
,SOL-1099,[PODM API] Map REMIT_ACC_IS_OURS and BENEF_ACC_IS_OURS,10/20/25,0.18h,526.25h,,,65.80h,341.57h,,,,,4562.42h,,,,,,,
,SOL-1097,[TEST ENV]Conduct a risk assessment (and full NPAP and/or DPIA if needed),12/18/25,407.68h,,,,1990.12h,,,,,,3167.13h,,,,,,,
,SOL-1096,[TEST ENV]Get first approval from Portfolio Owner or other relevant decision forum in PA/GF,12/18/25,2397.85h,,,,,,,,,,3167.12h,,,,,,,
,SOL-1095,[TEST ENV]Send in General VPN Request via SNAP,12/18/25,2397.88h,,,,,,,,,,3167.10h,,,,,,,
,SOL-1094,[TEST ENV]Participate in a whitelisting meeting and get approval from the BARCC group,12/18/25,2397.90h,,,,,,,,,,3167.08h,,,,,,,
,SOL-1093,[TEST ENV] Register SRA NPAP in SNAP and screen it for NPAP,12/18/25,407.75h,,,,1990.12h,,,,,,3167.15h,,,,,,,
,SOL-1092,Create Correspondent Accounts POST Search endpoint,10/24/25,839.67h,1.17h,0.50h,,208.73h,24.80h,,,,,4490.48h,,,,,,,
,SOL-1091,[MVP] End-to-End testing,3/13/26,405.52h,,2999.07h,,,,695.27h,337.93h,,,1127.60h,,,,,,,
,SOL-1089,"[CORE DB] Update report 'debited_not_credited_LV' (EE, LV, LT)",11/13/25,5.37h,,523.25h,,0.35h,459.93h,429.27h,1.52h,,140.85h,4009.63h,,,,,,,
,SOL-1088,[CORE DB] Update report 'Difference in ledger 220006' (LV),11/13/25,5.37h,,523.23h,,1.57h,626.52h,261.47h,,,142.40h,4009.63h,,,,,,,
,SOL-1087,[CORE DB] Update report 'Pmts inc out special BIC list' (LV),11/13/25,5.38h,,524.02h,,197.18h,500.65h,169.43h,24.40h,,139.47h,4009.65h,,,,,,,
,SOL-1086,[CORE DB] Add new payment product to several PSD2 reports and to TryDig payouts monthly report,,5.38h,,673.10h,,147.90h,17.75h,2283.95h,476.43h,,1965.72h,,,,,,,,
,SOL-1085,[TPH] [BB TPH IL] - Payment Order Data Manager & API automation fix,9/9/25,5.68h,,,,,,,0.00h,,,5566.57h,,,,,,,
,SOL-1084,Copy MQ integration to e2e tests,9/25/25,1.58h,,,,400.67h,,,,,,5186.13h,,,,,,,
,SOL-1083,Funds update API validation error messages should return also fields,,5588.45h,,,,,,,,,,,,,,,,,
,SOL-1082,[CORE DB] Update TPH_FUNDS_UPDATE_OP_TYYP table - DEBIT_ACCOUNT_TYPE and CREDIT_ACCOUNT_TYPE columns and new configuaration rule,10/3/25,0.00h,0.02h,191.23h,,19.50h,2.82h,391.70h,1.03h,,,4986.73h,,,,,,,
,SOL-1079,Tieto package installment (TPH Delivery 2.5.20-06),9/9/25,2.32h,,,,26.18h,,,,,,5565.87h,,,,,,,
,SOL-1080,[ISO EXCHANGE] JAVA code cleanup from not used sysglobal parameters,9/15/25,0.80h,0.00h,,,0.57h,0.18h,172.68h,0.00h,,,5421.10h,,,,,,,
,SOL-1077,"[CORE DB] Update report 'local_benchmark_%' (EE, LV, LT)",10/16/25,96.25h,0.05h,523.12h,,166.70h,0.98h,49.87h,97.72h,,48.00h,4678.37h,,,,,,,
,SOL-1076,[CORE DB] Update report 'pensions payments in EE' (EE),,981.95h,97.42h,,,0.08h,,2038.52h,574.28h,,1968.92h,,,,,,,,
,SOL-1075,[CORE DB] Update report 'PROD LV big INCOMING dom pmts' (LV),10/16/25,96.35h,0.00h,523.18h,,165.50h,2.20h,49.85h,96.70h,,49.05h,4678.35h,,,,,,,
,SOL-1074,"[CORE DB] Update report 'PROD EE/LV/LT big dom pmts' (EE, LV, LT)",11/13/25,96.43h,,523.22h,,234.03h,52.53h,579.48h,2.00h,,163.88h,4009.67h,,,,,,,
,SOL-1073,Production environment setup for Booking Service,11/10/25,167.28h,,,,457.40h,,,,,955.57h,4081.33h,,,,,,,
,SOL-1070,VOSTRO->VOSTRO return is throwing UPDATEPAYM DB issue and it is not possible to do the return,11/10/25,0.05h,,,1342.32h,22.75h,,,176.02h,,,4073.52h,71.30h,,,,,,
,SOL-1068,Update Funds Update Service's OP_ID SQL query,,0.00h,292.95h,0.02h,,,361.35h,,,,,,5034.95h,,,,,,
,SOL-1066,[PODM Integration] Map decommissioned attributes 'intrBkSttlmDt' and 'reqdExctnDt' to use new attribute /bkIntPrtryInf/procgInf/valDt (DP.VALUE_DATE),9/9/25,118.80h,,,,,26.40h,,,,,5566.07h,,,,,,,
,SOL-1065,"[CORR ACC API] Add INVF, out_transit_to_return_charges and out_transit_to_in_transit% to scenario solver",12/10/25,1.13h,311.53h,2.88h,,288.30h,46.95h,1626.20h,102.48h,,,3332.25h,,,,,,,
,SOL-1064,[CORE DB] Update CORE DB procedures for TPH payments,,0.03h,453.30h,1056.23h,,,,,,,,,4221.00h,,,,,,
,SOL-1063,Definition of booking transaction types for VOST->INVF and return INVF->VOST are missing,4/16/26,5419.35h,,,,,,,,,,311.77h,,,,,,,
,SOL-1060,Enabling productions system monitoring,,0.35h,,5732.38h,,,,,,,,,,,,,,,
,SOL-1059,[CORE DB] Add indexes to table PAYMENTS.PAYMENT_REFERENCE_ARH to allow PODM Search to be performed on archive table,10/3/25,356.23h,,,,0.45h,,388.27h,1.03h,,,4986.73h,,,,,,,
,SOL-1057,"Agent charges (prices, agreements) import from FP to TPH",,2600.62h,,2444.80h,,,,,,,,,693.05h,,,,,,
,SOL-1056,"BOOKING transactions tpinr, tpoc, tporc are not made in case of return with charges from INVF (AML FREEZE)",,42.92h,,,,,,,,,,,5714.63h,,,,,,
,SOL-1055,[CORR ACC API] add From INVS/INVA to NOST/SUSP reversal booking to scenario solver,12/29/25,0.27h,46.12h,,,21.17h,27.65h,2065.02h,648.13h,,,2903.42h,,,,,,,
,SOL-1054,[CORR ACC API] Update scenario resolver,9/15/25,0.30h,91.58h,,,44.77h,,260.40h,2.05h,,,5423.60h,,,,,,,
,SOL-1053,[CORE DB] New transaction event types for TPH,9/29/25,0.13h,425.83h,1.50h,,2.67h,,244.62h,66.48h,,,5090.22h,,,,,,,
,SOL-1052,[CORR ACC API] Resolve booking for TRANFT (Vostro 6LV ->Nostro) in scenario solver,10/2/25,22.42h,113.43h,4.38h,,191.55h,74.12h,407.15h,25.12h,,,5015.57h,,,,,,,
,SOL-1047,Create Agent Charges report in Qlik,,0.00h,,3674.58h,,2184.28h,,,,,,,,,,,,,
,SOL-1046,Create Benchmark report with Qlik,,18.47h,,1856.90h,,4002.13h,,,,,,,,,,,,,
,SOL-1045,DP.BENEF_ACC_IS_OURS is not mapped correctly,12/11/25,0.02h,0.15h,,,3.92h,,2542.45h,,,,3335.53h,,,,,,,
,SOL-1044,[TPH][IL] Upgrade applications to new payment xsd 010 version (Kafka) PROD,11/10/25,0.02h,5.58h,,,508.85h,1315.97h,,,,,4075.22h,,,,,,,
,SOL-1043,Booking service TPOC transaction does not pick up the InstructionID from accounting request,9/12/25,194.82h,,,,0.57h,,212.78h,20.43h,,,5497.82h,,,,,,,
,SOL-1042,Tieto package installment (TPH patch Delivery 2.5.20-03),8/25/25,0.03h,,,,2.12h,,,,,,5926.28h,,,,,,,
,SOL-1058,[SEPA EXCHANGE] JAVA code cleanup from not used sysglobal parameters,9/15/25,0.00h,2.20h,,,3.28h,166.28h,336.52h,0.00h,,,5421.10h,,,,,,,
,SOL-1040,[TPH] [DEV] Kafka Connector and related MQ channel monitoring,2/10/26,0.18h,93.73h,,,1424.32h,2034.62h,,519.77h,,,1873.32h,,,,,,,
,SOL-1039,Booking service create a 0 transaction when AGNTIN_DEB has 0 amount in accounting message,9/12/25,65.72h,,,,0.53h,1.47h,412.17h,22.13h,,,5494.27h,,,,,,,
,SOL-1038,[PPTE] [PROD] Monitoring for Reference files upload to TPH,2/17/26,3605.78h,,,,,,,687.63h,,,1705.25h,,,,,,,
,SOL-1035,For multiple transactions vm.korresp_toiming OP_LOIGE transaction numbers are always market as 1,,121.57h,,,,115.88h,1030.52h,,,,,,4751.93h,,,,,,
,SOL-1034,[TPH] [BB TPH IL] - Funds Update API automation - Fix test response,8/22/25,20.23h,,,,,,,0.00h,,,6002.40h,,,,,,,
,SOL-1032,[SDTPS-....] [TPH] [BALTIC] Broken payments screening functionality towards Proscan,4/16/26,5714.13h,,,,,,,,,,311.75h,,,,,,,
,SOL-1029,API Tests Pipeline improvements,,6095.60h,,,,,,,,,,,,,,,,,
,SOL-1028,[TPH] [BB TPH IL] - Create Test Automation Documentation in Wiki,10/2/25,0.07h,,,,,,1126.82h,,,,5012.40h,,,,,,,
,SOL-1027,[CORR ACC API] Identify AML Freeze booking scenario based on received payment message,10/7/25,0.00h,6.22h,86.77h,,250.98h,137.25h,784.00h,0.83h,,,4895.13h,,,,,,,
,SOL-1026,Insert a return payment when original payment was not found,11/8/25,0.30h,0.00h,93.00h,,311.47h,382.18h,1251.93h,,,,4122.73h,,,,,,,
,SOL-1025,[TPH] [DEV] introduce additional monitoring cases in Booking API application,,0.00h,,6163.22h,,,,,,,,,,,,,,,
,SOL-1022,[ROMA][ROUTING] Update Roma routing to Sanction screen ALL pacs.009,8/19/25,0.10h,95.97h,,,0.03h,,,,,,6074.27h,,,,,,,
,SOL-1019,"[MVP][Access Management] TPH UI SNAP form in GATE, PPTE, PROD",2/6/26,483.33h,,1316.93h,,1252.48h,,91.32h,1084.07h,,,1965.95h,,,,,,,
,SOL-1018,[PODM API] Improve PODM GET DP.ID and POST Search APIs to search from archive table payments.payment_reference_arh. Improve Search endpoint: add query parameters,12/29/25,0.10h,126.25h,,,101.27h,304.83h,2518.83h,238.88h,,,2904.40h,,,,,,,
,SOL-1011,[MVP] Add State Synchronization Rules table,3/4/26,0.07h,,,,193.32h,360.13h,4325.15h,0.00h,,,1339.90h,,,,,,,
,SOL-1010,"[MVP] Add Scheduled runs, easily configurable by maintenance. Current decision: to keep inside application",3/5/26,0.82h,,,,263.90h,527.50h,4106.05h,0.00h,,,1320.32h,,,,,,,
,SOL-1009,[MVP][API integration] Payment Status Synchronization Application Integration with PODM search and update APIs,3/4/26,0.00h,,,,197.50h,160.17h,4489.02h,0.00h,,,1339.90h,,,,,,,
,SOL-1008,[API integration] Payment Status Synchronization Application Integration with TPH Full Payload API,9/2/25,0.02h,,,,364.87h,137.40h,,,,,5732.60h,,,,,,,
,SOL-1007,[MVP][Payments Operations] TPH UI user role OfficeProfile,3/16/26,524.55h,,2470.63h,,574.80h,,,1610.15h,,,1055.17h,,,,,,,
,SOL-1003,[CORE DB] Create DELETE and INSERT scripts for Risk rules migration to Proscan,8/22/25,0.03h,71.80h,0.00h,,91.48h,,31.55h,42.30h,,,6002.63h,,,,,,,
,SOL-1002,Tieto package installment (TPH Delivery 2.5.20),8/18/25,46.27h,,,,96.48h,,,,,,6098.63h,,,,,,,
,SOL-1001,"[KAFKA][TPH][BALTICS] Kafka stopped working, networking issue",8/14/25,17.65h,,26.97h,,,,29.20h,,,,6186.35h,,,,,,,
,SOL-1000,API tests integration to IBM MQ,10/16/25,0.02h,195.32h,,,506.00h,47.28h,,,,,5514.88h,,,,,,,
,SOL-996,[TPH][BALTICS] Incorrect PRODUCT REFERENCE (PRRF) ID for Outgoing Return from Customer Account,9/4/25,74.22h,19.23h,0.00h,,530.77h,17.18h,,,,,5689.22h,,,,,,,
,SOL-982,[CORE DB] investigate vm.va_toiming.get_lorotoim_liik,,312.88h,,,,,,,,,,,6071.72h,,,,,,
,SOL-975,Improve validation errors response message in case of HTTP status 400,12/1/25,0.00h,0.93h,4.93h,,343.80h,17.77h,2465.60h,2.15h,,,3574.90h,,,,,,,
,SOL-974,[TPH] [BB TPH IL] - PODM API automation - Update related system name,8/5/25,0.15h,,,,,0.00h,0.27h,,,,6409.98h,,,,,,,
,SOL-973,[MVP][TPH DB][Triggers] Create daily CSV report trigger in PROD for EAP report reconciliation purposes,3/24/26,24.10h,5.67h,,,146.32h,739.88h,163.93h,0.12h,,4488.63h,865.13h,,,,,,,
,SOL-981,[ISOX] Support addition date format for SWIFT Tracker CreDt,9/5/25,0.38h,65.53h,,,27.35h,0.02h,1.42h,745.40h,,,5660.22h,,,,,,,
,SOL-971,[MVP] Develop DP status synchronization flow logic (process DP entries based on Scenarios table and trigger corresponding API calls),3/13/26,0.00h,18.87h,292.10h,,47.98h,791.62h,4224.82h,26.72h,,,1126.83h,,,,,,,
,SOL-970,Remove pre-generated transaction number usage from create transaction,11/8/25,0.12h,1.08h,,,4.08h,0.00h,2427.78h,,,,4122.17h,,,,,,,
,SOL-969,Create TPH PROD DB user for Julija and assign roles,7/29/25,0.02h,0.02h,0.00h,,0.38h,,,,,,6573.57h,,,,,,,
,SOL-968,Fix for PODM production deployment random failures,10/7/25,0.00h,,357.68h,,1293.20h,28.60h,,,,,4896.20h,,,,,,,
,SOL-967,[PODM Mappings] Update Position Keeping API transaction details mappings in PODM,,0.62h,3.83h,,,18.12h,,2265.22h,1337.77h,,,,2879.27h,,,,,,
,SOL-966,FU API to NOT return FAILURE in case position_keeping succeeds,11/8/25,0.77h,,,,21.33h,,1882.20h,548.72h,,,4124.27h,,,,,,,
,SOL-965,Tieto package installment (TPH Delivery 2.5.19 Patch 06),7/29/25,0.05h,,,,8.53h,,,,,,6570.85h,,,,,,,
,SOL-964,[PODM Mappings Update] Update FU/ Bookings mappings to PODM (unstructured remit info and payment party IDs),8/25/25,17.98h,0.05h,,,448.78h,198.67h,,,,,5930.97h,,,,,,,
,SOL-963,Payment processing is failed with UPDTPAYM exception,1/13/26,1.17h,,4133.20h,,,,,0.02h,,,2537.92h,,,,,,,
,SOL-962,Booking service is not resolving Customer->Vostro return transaction,4/16/26,6407.20h,,,,,,,,,,311.73h,,,,,,,
